offset	bank	bank_offset	address	length	ascii_ratio	high_byte_ratio	entropy	sample_hex	sample_ascii_lossy
0x0127F9	0x04	0x27F9	0x67F9	13	0.308	0.462	3.393	03d1c31268d5cd213bd1d57b11	....h..!;..{.
0x012808	0x04	0x2808	0x6808	31	0.387	0.484	4.438	010102cdd747cd2e45d1c31868c3d064d5cd213bd17be850c9e5d5cd31387e	.....G..E...h..d..!;.{.P....18~
0x012828	0x04	0x2828	0x6828	15	0.467	0.467	3.64	0fc28168cd8c68e1e52377cd313836	...h..h..#w.186
0x012838	0x04	0x2838	0x6838	11	0.636	0.273	2.914	cd25383e018677cd25387e	.%8>..w.%8~
0x012844	0x04	0x2844	0x6844	21	0.571	0.333	3.69	0ac25568cd49387eb7c255683e01c38968cd25387e	..Uh.I8~..Uh>...h.%8~
0x01285A	0x04	0x285A	0x685A	8	0.625	0.25	2.75	0ac27e68cd49387e	..~h.I8~
0x012863	0x04	0x2863	0x6863	50	0.4	0.48	4.601	01c27e68e1e57ee1e523bec27968cd25383609c37e683e02c38968c38868cd31	..~h..~..#..yh.%86..~h>...h..h.18>..w....>...@....
0x0128F4	0x04	0x28F4	0x68F4	24	0.208	0.667	4.22	0277c39968c1c1c1c9c5d5c5f50603cdcf3657875f878283	.w..h............6W._...
0x012926	0x04	0x2926	0x6926	25	0.4	0.28	3.783	03ca2e69b7c23a690e01c33a690e08c33a690e0fc52e06e579	...i..:i...:i...:i......y
0x012940	0x04	0x2940	0x6940	15	0.267	0.333	3.774	065e0e05cd1542c1c1d11c1dc25f69	.^....B......_i
0x012951	0x04	0x2951	0x6951	15	0.8	0.133	3.24	6e61232323117469cd2e23c372697b	na###.ti..#.ri{
0x012967	0x04	0x2967	0x6967	20	0.55	0.4	3.822	6e61232323117c69cd2e23c1c928bcdeccdedd29	na###.|i..#..(.....)
0x012982	0x04	0x2982	0x6982	11	0.273	0.636	2.732	e5c5c5c5c5d5cd68380c5c	.......h8.\
0x0129BD	0x04	0x29BD	0x69BD	14	0.714	0.071	2.95	5d54292919115561192323232386	]T))..Ua.####.
0x0129E3	0x04	0x29E3	0x69E3	10	0.3	0.4	2.922	031971c3ed690cc3b169	..q..i...i
0x012A29	0x04	0x2A29	0x6A29	11	0.364	0.455	3.278	03ca316ab7c28b6ac55916	..1j...j.Y.
0x012A36	0x04	0x2A36	0x6A36	20	0.3	0.4	3.922	02197e0603cdcf3657875f878283c6025f3e01cd	..~....6W._....._>..
0x012A4B	0x04	0x2A4B	0x6A4B	8	0.375	0.5	3.0	3ac1c38b6ac55916	:...j.Y.
0x012A55	0x04	0x2A55	0x6A55	20	0.3	0.4	3.922	02197e0603cdcf3657875f878283c6025f3e08cd	..~....6W._....._>..
0x012A6A	0x04	0x2A6A	0x6A6A	8	0.375	0.5	3.0	3ac1c38b6ac55916	:...j.Y.
0x012A74	0x04	0x2A74	0x6A74	20	0.3	0.4	3.922	02197e0603cdcf3657875f878283c6025f3e0fcd	..~....6W._....._>..
0x012A95	0x04	0x2A95	0x6A95	25	0.48	0.32	4.294	5d54292919115561195e2356d521c26ae5cd3a15c1c1c10cc3	]T))..Ua.^#V.!.j..:......
0x012AB7	0x04	0x2AB7	0x6AB7	13	0.308	0.692	2.507	afcd323cc1c1c1c1c1c1c92573	..2<.......%s
0x012AC5	0x04	0x2AC5	0x6AC5	12	0.167	0.667	2.918	0171e10878e8f5d5c5c5c5c5	.q..x.......
0x012AD2	0x04	0x2AD2	0x6AD2	10	0.2	0.5	3.322	02d5e5d1e121c56a0106	.....!.j..
0x012AF3	0x04	0x2AF3	0x6AF3	11	0.091	0.273	2.404	04197e0f0f0f0fe60fd1cd	..~........
0x012AFF	0x04	0x2AFF	0x6AFF	9	0.556	0.444	3.17	3acd953861c23e8f77	:..8a.>.w
0x012B0E	0x04	0x2B0E	0x6B0E	9	0.222	0.333	2.948	02197ee60fc6026fe5	..~....o.
0x012B1D	0x04	0x2B1D	0x6B1D	11	0.091	0.273	2.404	04197e0f0f0f0fe60fd1cd	..~........
0x012B29	0x04	0x2B29	0x6B29	9	0.556	0.444	3.17	3acd953861c23e8f77	:..8a.>.w
0x012B45	0x04	0x2B45	0x6B45	11	0.091	0.273	2.404	04197e0f0f0f0fe60fd1cd	..~........
0x012B51	0x04	0x2B51	0x6B51	12	0.5	0.417	3.585	3acd953861c23e8b77c15916	:..8a.>.w.Y.
0x012B60	0x04	0x2B60	0x6B60	10	0.3	0.3	3.322	197ee60fc6026fe55916	.~....o.Y.
0x012B6C	0x04	0x2B6C	0x6B6C	11	0.091	0.273	2.404	02197e0f0f0f0fe60fd1cd	..~........
0x012B78	0x04	0x2B78	0x6B78	15	0.4	0.333	3.907	3acd953861c23e8c772e12e50e141e	:..8a.>.w......
0x012B88	0x04	0x2B88	0x6B88	14	0.286	0.714	2.557	afcd323cc1c1c1c1c1c1c9cd213b	..2<........!;
0x012BA3	0x04	0x2BA3	0x6BA3	21	0.476	0.19	3.749	c2ba6b211ac236182336242336540e011e013e01cd	..k!..6.#6$#6T....>..
0x012BB9	0x04	0x2BB9	0x6BB9	8	0.0	0.5	2.75	03cdde1f1e05afcd	........
0x012BC2	0x04	0x2BC2	0x6BC2	19	0.368	0.263	3.932	3a3e05ea1ac221da7ecd75381bc20e061e0521	:>....!.~.u8......!
0x012BED	0x04	0x2BED	0x6BED	9	0.111	0.111	3.17	030e061e05210701cd	.....!...
0x012BF7	0x04	0x2BF7	0x6BF7	9	0.111	0.111	3.17	030e061e05210708cd	.....!...
0x012C01	0x04	0x2C01	0x6C01	9	0.111	0.111	3.17	030e061e0521070fcd	.....!...
0x012C15	0x04	0x2C15	0x6C15	22	0.409	0.136	3.664	03211ac2360123367d2336660102e6110404210102cd	.!..6.#6}#6f......!...
0x012C2C	0x04	0x2C2C	0x6C2C	11	0.091	0.182	3.278	030102e611040b210109cd	.......!...
0x012C38	0x04	0x2C38	0x6C38	11	0.091	0.182	3.278	030102e6110412210110cd	.......!...
0x012C44	0x04	0x2C44	0x6C44	11	0.091	0.182	3.278	030102e6110b04210802cd	.......!...
0x012C50	0x04	0x2C50	0x6C50	11	0.091	0.182	3.278	030102e6110b0b210809cd	.......!...
0x012C5C	0x04	0x2C5C	0x6C5C	11	0.091	0.182	3.459	030102e6110b12210810cd	.......!...
0x012C6F	0x04	0x2C6F	0x6C6F	14	0.357	0.357	3.522	3a21886ce5cd3a15c11e103e01cd	:!.l..:....>..
0x012C7E	0x04	0x2C7E	0x6C7E	23	0.304	0.652	4.35	3a21966ce5cd3a15c1c9b6b0c4de28a620b4d7ddc3de29	:!.l..:.......(. .....)
0x012C96	0x04	0x2C96	0x6C96	13	0.308	0.692	3.7	41cedec0dd28a620b5bcc3c829	A....(. ....)
0x012CB8	0x04	0x2CB8	0x6CB8	21	0.476	0.19	3.749	c2cf6c211ac236182336242336540e011e013e01cd	..l!..6.#6$#6T....>..
0x012CD6	0x04	0x2CD6	0x6CD6	8	0.375	0.625	2.75	afcd693bc1cd936b	..i;...k
0x012CE4	0x04	0x2CE4	0x6CE4	50	0.64	0.34	3.669	6ccd3138236ee5cd2538234ecd25387ecd25385ecdcb6ac1c3166dcd31386ee5	l.18#n..%8#N.%8~.%8^..j...m.18n..%8N.%8#~.%8#^..j.
0x012D20	0x04	0x2D20	0x6D20	14	0.571	0.071	3.182	15211ac2360123367d2336660103	.!..6.#6}#6f..
0x012D3A	0x04	0x2D3A	0x6D3A	12	0.167	0.333	3.585	153e02ea9ac32e12e50e141e	.>..........
0x012D5B	0x04	0x2D5B	0x6D5B	9	0.556	0.333	3.17	027ecd3138beca6f6d	.~.18..om
0x012D65	0x04	0x2D65	0x6D65	10	0.5	0.4	3.322	027ecd313823bec2936d	.~.18#...m
0x012D9F	0x04	0x2D9F	0x6D9F	10	0.2	0.4	2.846	087ec1c1c1c92102071a	.~....!...
0x012DAA	0x04	0x2DAA	0x6DAA	12	0.0	0.25	3.252	05090c031f0a05130ce8f2c5	............
0x012DDA	0x04	0x2DDA	0x6DDA	14	0.714	0.071	2.95	5d54292919115561192323232386	]T))..Ua.####.
0x012E00	0x04	0x2E00	0x6E00	10	0.3	0.3	3.122	0e1971c30a6e0cc3ce6d	..q..n...m
0x012E0F	0x04	0x2E0F	0x6E0F	11	0.273	0.273	3.459	0a77c3c06d2e12e50e141e	.w..m......
0x012E1B	0x04	0x2E1B	0x6E1B	11	0.545	0.455	2.845	afcd693bc1cd213bcd2920	..i;..!;.) 
0x012E2A	0x04	0x2E2A	0x6E2A	17	0.588	0.118	3.455	11c2486e211ac2360123367d2336660103	..Hn!..6.#6}#6f..
0x012E47	0x04	0x2E47	0x6E47	8	0.125	0.5	3.0	15cd9538e6c21116	...8....
0x012E50	0x04	0x2E50	0x6E50	15	0.4	0.4	3.774	197e23666fcdab37cd9538e6c21116	.~#fo..7..8....
0x012E67	0x04	0x2E67	0x6E67	20	0.5	0.2	3.884	19cdb737211ac2360323360a23365ccd3d38110c	...7!..6.#6.#6\.=8..
0x012E83	0x04	0x2E83	0x6E83	17	0.529	0.118	3.572	03211ac2360323360a23365ccd4938110c	.!..6.#6.#6\.I8..
0x012E9D	0x04	0x2E9D	0x6E9D	13	0.615	0.154	3.027	03211ac23603233667233657cd	.!..6.#6g#6W.
0x012EBF	0x04	0x2EBF	0x6EBF	26	0.423	0.346	4.21	21a56dcd9d2b211ac236012336a223367c0e02cd9538e6c21118	!.m..+!..6.#6.#6|....8....
0x012EDA	0x04	0x2EDA	0x6EDA	8	0.5	0.125	3.0	195e2356210501cd	.^#V!...
0x012EE3	0x04	0x2EE3	0x6EE3	21	0.381	0.286	3.975	03211ac236012336a223367c0e02cd9538e6c21118	.!..6.#6.#6|....8....
0x012F00	0x04	0x2F00	0x6F00	9	0.111	0.556	3.17	19d5e5d1e121050bcd	.....!...
0x012F0A	0x04	0x2F0A	0x6F0A	18	0.444	0.111	3.572	03211ac236052336da23367e0e051e0a210d	.!..6.#6.#6~....!.
0x012F1F	0x04	0x2F1F	0x6F1F	9	0.111	0.111	2.948	030e051e0a210d0acd	.....!...
0x012F36	0x04	0x2F36	0x6F36	27	0.519	0.222	4.459	5d54292919115561195e2356d5217470e5cd3a15c1c11e0e3e0bcd	]T))..Ua.^#V.!tp..:.....>..
0x012F58	0x04	0x2F58	0x6F58	26	0.538	0.308	4.287	5d54292919115561195e2356d5217770e5cd3a15c1c1c1c569e5	]T))..Ua.^#V.!wp..:.....i.
0x012F7A	0x04	0x2F7A	0x6F7A	12	0.333	0.25	3.585	107ecd7a70c12e12e50e141e	.~.zp.......
0x012F91	0x04	0x2F91	0x6F91	11	0.364	0.182	3.459	0c7ecd68762e12e50e141e	.~.hv......
0x012F9D	0x04	0x2F9D	0x6F9D	11	0.273	0.364	3.459	afcd693bc12e12e50e141e	..i;.......
0x012FC7	0x04	0x2FC7	0x6FC7	22	0.545	0.364	3.914	cd2836d2f16fc5211ac236182336df233656c1c56926	.(6..o.!..6.#6.#6V..i&
0x012FFA	0x04	0x2FFA	0x6FFA	27	0.593	0.185	4.255	04195e23561415cb7a2826c5211ac2361823364023365ac1c56926	..^#V...z(&.!..6.#6@#6Z..i&
0x01301C	0x04	0x301C	0x701C	12	0.667	0.083	3.252	06197e2f5f237e2f571379cd	..~/_#~/W.y.
0x013029	0x04	0x3029	0x7029	11	0.273	0.364	3.459	03c10cc3b06fcd49381118	.....o.I8..
0x013035	0x04	0x3035	0x7035	11	0.364	0.364	3.459	197e23b6c24d70e1e51118	.~#..Mp....
0x013041	0x04	0x3041	0x7041	17	0.529	0.235	3.97	197e23b6c24d703e02c37170cd49381118	.~#..Mp>..qp.I8..
0x013053	0x04	0x3053	0x7053	16	0.438	0.312	3.875	197e23b6c25f703e01c37170e1e51118	.~#.._p>..qp....
0x013064	0x04	0x3064	0x7064	12	0.583	0.333	3.418	197e23b6c26f70afc371703e	.~#..op..qp>
0x01307A	0x04	0x307A	0x707A	12	0.083	0.75	3.585	f5d5c5e8b4cd9538e6c21116	.......8....
0x013087	0x04	0x3087	0x7087	16	0.438	0.375	3.875	197e23666fcdf43742cd9538e6c21116	.~#fo..7B..8....
0x01309F	0x04	0x309F	0x709F	11	0.455	0.273	3.278	19cdf43740cd6838421113	...7@.h8B..
0x0130AE	0x04	0x30AE	0x70AE	8	0.625	0.125	3.0	4973cd6838401113	Is.h8@..
0x0130BA	0x04	0x30BA	0x70BA	8	0.75	0.125	3.0	4a73cd6838421123	Js.h8B.#
0x0130C3	0x04	0x30C3	0x70C3	15	0.667	0.2	3.64	197e23666fcdf4373ccd6838401123	.~#fo..7<.h8@.#
0x0130D3	0x04	0x30D3	0x70D3	15	0.667	0.2	3.774	197e23666fcdf4373ecd6838421125	.~#fo..7>.h8B.%
0x0130E3	0x04	0x30E3	0x70E3	15	0.667	0.2	3.64	197e23666fcdf43738cd6838401125	.~#fo..78.h8@.%
0x0130F3	0x04	0x30F3	0x70F3	15	0.6	0.2	3.774	197e23666fcdf4373acd6838421117	.~#fo..7:.h8B..
0x013106	0x04	0x3106	0x7106	8	0.625	0.125	3.0	3473cd6838401117	4s.h8@..
0x013112	0x04	0x3112	0x7112	8	0.75	0.125	3.0	3573cd683842112e	5s.h8B..
0x01311E	0x04	0x311E	0x711E	8	0.75	0.125	3.0	4773cd683840112e	Gs.h8@..
0x013155	0x04	0x3155	0x7155	11	0.545	0.364	2.732	2929295d542919d5e5d1e1	)))]T).....
0x01316C	0x04	0x316C	0x716C	11	0.545	0.364	2.732	2929295d542919d5e5d1e1	)))]T).....
0x01318C	0x04	0x318C	0x718C	9	0.667	0.222	2.725	3a197e8177237e8877	:.~.w#~.w
0x01319A	0x04	0x319A	0x719A	11	0.545	0.364	2.732	2929295d542919d5e5d1e1	)))]T).....
0x0131BA	0x04	0x31BA	0x71BA	9	0.667	0.222	2.725	36197e8177237e8877	6.~.w#~.w
0x0131D5	0x04	0x31D5	0x71D5	15	0.533	0.267	3.457	02d28272211ac2360323369a233663	...r!..6.#6.#6c
0x013287	0x04	0x3287	0x7287	19	0.526	0.053	3.176	5d54292919115561192323237e0f0f0f0fe60f	]T))..Ua.###~......
0x0132A2	0x04	0x32A2	0x72A2	19	0.526	0.053	3.176	5d54292919115561192323237e0f0f0f0fe60f	]T))..Ua.###~......
0x0132C2	0x04	0x32C2	0x72C2	14	0.643	0.286	3.182	cd79374d44cd68383e09cdf4373e	.y7MD.h8>...7>
0x0132DA	0x04	0x32DA	0x72DA	63	0.746	0.238	4.161	cd79374d44cd68383c09cdf4373ccd6838384d44cd68383e7d914f7c9847cd68	.y7MD.h8<...7<.h88MD.h8>}.O|.G.h8Nq#p.h8:MD.h8<}.O|.G.h8N##q#p.
0x01331A	0x04	0x331A	0x731A	14	0.5	0.429	3.807	02d24b73cd68384ed5e5d1e16f26	..Ks.h8N....o&
0x013329	0x04	0x3329	0x7329	21	0.524	0.286	4.392	29195e23561415cb7a2813cd68384ed5e5d1e16f26	).^#V...z(..h8N....o&
0x013344	0x04	0x3344	0x7344	18	0.667	0.167	3.53	7323723cc31973211ac2360323368f233662	s#r<..s!..6.#6.#6b
0x01335F	0x04	0x335F	0x735F	19	0.684	0.105	3.827	5d542929191155611923236ee5cd683844112c	]T))..Ua.##n..h8D.,
0x013373	0x04	0x3373	0x7373	10	0.3	0.6	3.122	195e2356d5e5d1e1d1cd	.^#V......
0x013381	0x04	0x3381	0x7381	9	0.889	0.111	3.17	4d44cd68384e5e2356	MD.h8N^#V
0x013394	0x04	0x3394	0x7394	10	0.9	0.1	3.322	6644cd68384e71237021	fD.h8Nq#p!
0x0133A0	0x04	0x33A0	0x73A0	12	0.417	0.333	3.418	cd1836dab073cd68384e1101	..6..s.h8N..
0x0133AD	0x04	0x33AD	0x73AD	16	0.562	0.312	3.875	732372cd68384e5e2356d5e5d1e1110a	s#r.h8N^#V......
0x0133C9	0x04	0x33C9	0x73C9	17	0.706	0.059	3.572	5d54292919115561192323237ee60f6f26	]T))..Ua.###~..o&
0x0133DB	0x04	0x33DB	0x73DB	30	0.667	0.233	4.298	295d54292919e5cd683850d17e8377237e8a77211ac2360323368f233662	)]T))...h8P.~.w#~.w!..6.#6.#6b
0x013402	0x04	0x3402	0x7402	19	0.684	0.105	3.827	5d542929191155611923236ee5cd683842112c	]T))..Ua.##n..h8B.,
0x013416	0x04	0x3416	0x7416	10	0.3	0.6	3.122	195e2356d5e5d1e1d1cd	.^#V......
0x013424	0x04	0x3424	0x7424	11	0.909	0.091	3.027	4d44cd68384e23235e2356	MD.h8N##^#V
0x013439	0x04	0x3439	0x7439	12	0.917	0.083	3.189	6644cd68384e232371237021	fD.h8N##q#p!
0x013447	0x04	0x3447	0x7447	14	0.571	0.214	3.522	cd1836da5974cd68384e23231101	..6.Yt.h8N##..
0x013456	0x04	0x3456	0x7456	18	0.611	0.278	3.725	732372cd68384e23235e2356d5e5d1e1110a	s#r.h8N##^#V......
0x013474	0x04	0x3474	0x7474	17	0.706	0.059	3.572	5d54292919115561192323237ee60f6f26	]T))..Ua.###~..o&
0x013486	0x04	0x3486	0x7486	22	0.682	0.227	3.845	295d54292919e5cd6838502323d17e8377237e8a770e	)]T))...h8P##.~.w#~.w.
0x01349F	0x04	0x349F	0x749F	14	0.429	0.5	3.807	02d2d374cd68384ed5e5d1e16926	...t.h8N....i&
0x0134AE	0x04	0x34AE	0x74AE	24	0.542	0.375	4.502	29195e235621e703cd2836d2cf74cd68384ed5e5d1e16926	).^#V!...(6..t.h8N....i&
0x0134C7	0x04	0x34C7	0x74C7	12	0.417	0.25	3.585	291911e7037323720cc39d74	)....s#r...t
0x013503	0x04	0x3503	0x7503	14	0.5	0.429	3.807	16c27275cd68384ed5e5d1e16926	..ru.h8N....i&
0x013517	0x04	0x3517	0x7517	16	0.625	0.375	3.875	732372c37275cd68384ed5e5d1e16926	s#r.ru.h8N....i&
0x01352D	0x04	0x352D	0x752D	16	0.625	0.375	3.875	732372c37275cd68384ed5e5d1e16926	s#r.ru.h8N....i&
0x013543	0x04	0x3543	0x7543	16	0.625	0.375	3.875	732372c37275cd68384ed5e5d1e16926	s#r.ru.h8N....i&
0x013559	0x04	0x3559	0x7559	16	0.625	0.375	3.875	732372c37275cd68384ed5e5d1e16926	s#r.ru.h8N....i&
0x01356F	0x04	0x356F	0x756F	8	0.5	0.25	3.0	7323720cc3e1740e	s#r...t.
0x013586	0x04	0x3586	0x7586	33	0.636	0.242	3.877	17c2ca75c50c0dc2af75cd68385023234e2346cd683850712370cd6838502323	...u.....u.h8P##N#F.h8Pq#p.h8P##.
0x0135A9	0x04	0x35A9	0x75A9	27	0.778	0.185	3.62	732372c3c975cd6838504e2346cd6838502323712370cd68385011	s#r..u.h8PN#F.h8P##q#p.h8P.
0x0135C6	0x04	0x35C6	0x75C6	13	0.462	0.231	3.7	732372c10cc378751e103e01cd	s#r...xu..>..
0x0135D4	0x04	0x35D4	0x75D4	23	0.565	0.261	4.263	3acd68384e5e23561415cb7a280b214076e5cd3a15c1c3	:.h8N^#V...z(.!@v..:...
0x0135EC	0x04	0x35EC	0x75EC	23	0.522	0.304	4.23	75cd68384e5e2356d5214a76e5cd3a15c1c11e103e0bcd	u.h8N^#V.!Jv..:.....>..
0x013604	0x04	0x3604	0x7604	47	0.638	0.255	4.235	3acd68384e23235e23561415cb7a280b215476e5cd3a15c1c33276cd68384e23	:.h8N##^#V...z(.!Tv..:...2v.h8N##^#V.!^v..:...!
0x013635	0x04	0x3635	0x7635	20	0.3	0.7	3.922	d5e5d1e1e852d5e5d1e1c928b6b2ccb829203530	.....R.....(....) 50
0x01364A	0x04	0x364A	0x764A	9	0.333	0.667	2.948	c0ded2b0bcde202564	...... %d
0x013654	0x04	0x3654	0x7654	9	0.556	0.444	3.17	28b6b2ccb829203530	(....) 50
0x01365E	0x04	0x365E	0x765E	9	0.333	0.667	2.948	c0ded2b0bcde202564	...... %d
0x013668	0x04	0x3668	0x7668	14	0.143	0.571	3.664	0c0dc29176f5d5cd9538e6c2110b	....v....8....
0x01367A	0x04	0x367A	0x767A	12	0.25	0.583	3.418	d17bcdcc76cd9538e6c2110b	.{..v..8....
0x013687	0x04	0x3687	0x7687	18	0.222	0.556	3.948	193601f1cdcc76c3b076d5cd9538e6c2110b	.6....v..v...8....
0x01369A	0x04	0x369A	0x769A	13	0.231	0.462	3.547	193601cdcc76cd9538e6c2110b	.6...v..8....
0x0136AB	0x04	0x36AB	0x76AB	28	0.5	0.143	4.807	d17bcdcc76c901020f2215181a1d27262425504e4f4d54327f1b3013	".{..v....""....'&$%PNOMT2..0."
0x0136D1	0x04	0x36D1	0x76D1	9	0.222	0.556	3.17	d5e5d1e121b176011b	....!.v..
0x0136E5	0x04	0x36E5	0x76E5	24	0.458	0.333	4.22	197eb7ca2677211ac236032336af23365ccd9538e6c2110b	.~..&w!..6.#6.#6\..8....
0x01370B	0x04	0x370B	0x770B	19	0.421	0.263	3.682	03211ac2360323360a23365dcd9538e6c2110b	.!..6.#6.#6]..8....
0x014008	0x05	0x0008	0x4008	12	0.25	0.417	3.585	afcd693bc1c92e12e50e141e	..i;........
0x014015	0x05	0x0015	0x4015	12	0.167	0.417	3.418	afcd0e3dc1c92e12e50e141e	...=........
0x014022	0x05	0x0022	0x4022	9	0.222	0.778	3.17	afcd323cc1c9e5e8ce	..2<.....
0x014034	0x05	0x0034	0x4034	11	0.545	0.273	3.278	19cdf4370bcd68383c6c26	...7..h8<l&
0x014040	0x05	0x0040	0x4040	9	0.556	0.333	2.948	cdf4370fcd68383c26	..7..h8<&
0x01404A	0x05	0x004A	0x404A	10	0.6	0.3	3.122	cdf4370dcd68383e6c26	..7..h8>l&
0x014055	0x05	0x0055	0x4055	9	0.556	0.333	2.948	cdf43715cd68383e26	..7..h8>&
0x01405F	0x05	0x005F	0x405F	10	0.6	0.3	3.122	cdf43713cd6838406c26	..7..h8@l&
0x01406A	0x05	0x006A	0x406A	31	0.484	0.387	4.144	cdf43711e1cdf437176960cdf43715cd68383e4dcd6838137d3cb4c28f4021	..7....7.i`..7..h8>M.h8.}<...@!
0x01408B	0x05	0x008B	0x408B	15	0.467	0.4	3.774	cdf43713cd68380b7d3cb4c2a04021	..7..h8.}<...@!
0x01409C	0x05	0x009C	0x409C	15	0.467	0.4	3.774	cdf4370bcd68380d7d3cb4c2b14021	..7..h8.}<...@!
0x0140AD	0x05	0x00AD	0x40AD	11	0.182	0.545	3.278	cdf4370dcd9538e6c2111c	..7...8....
0x0140C4	0x05	0x00C4	0x40C4	8	0.125	0.75	2.75	0677e1c5d5e5d1e1	.w......
0x01418D	0x05	0x018D	0x418D	46	0.478	0.348	4.7	cd2836d2b641e55d54294d4429292929190911b8c9197eb7cab141cd68381123	.(6..A.]T)MD))))......~...A.h8.#..7..#..A.fC..
0x0141BC	0x05	0x01BC	0x41BC	17	0.588	0.235	3.572	3e02cd3c60211ac236012336e923367ccd	>..<`!..6.#6.#6|.
0x0141D2	0x05	0x01D2	0x41D2	12	0.583	0.333	3.585	cdf4370fc36643216cca6e26	..7..fC!l.n&
0x0141DF	0x05	0x01DF	0x41DF	8	0.5	0.375	3.0	cdf4370fc3664321	..7..fC!
0x0141F5	0x05	0x01F5	0x41F5	45	0.444	0.356	4.942	cd2836d21a426960291194cb197eb7ca1342cd68380f23cdf4370fc31642c31a	.(6..Bi`)....~...B.h8.#..7...B..B...A.fC!..n&
0x014223	0x05	0x0223	0x4223	12	0.5	0.417	3.585	cdf4370fc3664321b7c96e26	..7..fC!..n&
0x014230	0x05	0x0230	0x4230	8	0.5	0.375	3.0	cdf4370fc3664321	..7..fC!
0x014241	0x05	0x0241	0x4241	8	0.375	0.375	2.75	cdab37cd3d381103	..7.=8..
0x01424A	0x05	0x024A	0x424A	11	0.545	0.455	3.459	cd2836d2874221e9c26e26	.(6..B!..n&
0x014256	0x05	0x0256	0x4256	17	0.529	0.118	3.169	5d54294d4429292929190911b8c9191108	]T)MD))))........
0x014268	0x05	0x0268	0x4268	35	0.571	0.314	4.262	194d44cd3d38097eb7ca7d42cd68380f23cdf4370fcd3d3823cdab37c34442c3	.MD.=8.~..}B.h8.#..7..=8#..7.DB.fC!
0x014299	0x05	0x0299	0x4299	38	0.421	0.447	4.311	cd2836d2bb422110cd097eb7cab442cd68380f23cdf4370fc3b742c3bb4203c3	.(6..B!...~...B.h8.#..7...B..B...B.fC!
0x0142CD	0x05	0x02CD	0x42CD	37	0.432	0.459	4.443	cd2836d2ef422134cc097eb7cae842cd68380f23cdf4370fc3eb42c3ef4203c3	.(6..B!4..~...B.h8.#..7...B..B...B.fC
0x014307	0x05	0x0307	0x4307	10	0.6	0.2	3.322	cd2836d23a4369601107	.(6.:Ci`..
0x014312	0x05	0x0312	0x4312	43	0.558	0.326	4.488	cd2836d23643cd4938d5e5d1e16960292923232323197eb7ca3643cd68380f23	.(6.6C.I8....i`))####.~..6C.h8.#..7....C.fC
0x01433E	0x05	0x033E	0x433E	11	0.455	0.545	3.278	dfc7b7c25243218cc76e26	....RC!..n&
0x01434A	0x05	0x034A	0x434A	10	0.5	0.3	3.322	23cdf4370fc359432107	#..7..YC!.
0x014355	0x05	0x0355	0x4355	12	0.5	0.417	3.585	cdf4370fc36643218cc76e26	..7..fC!..n&
0x014367	0x05	0x0367	0x4367	8	0.375	0.5	3.0	3e7ecdd503c1c579	>~.....y
0x0143D9	0x05	0x03D9	0x43D9	16	0.438	0.5	3.5	02c2e643cd633bc3e643cd213bc1c579	...C.c;..C.!;..y
0x014445	0x05	0x0445	0x4445	33	0.303	0.636	4.271	04c25244cd633bc35244cd213be1d5e5d1e1e834d5e5d1e1c9e5e8f0c579ea1a	..RD.c;.RD.!;......4.........y...
0x01447D	0x05	0x047D	0x447D	13	0.462	0.308	2.931	09e5cd68380ce5cd68380c652e	...h8...h8.e.
0x01448B	0x05	0x048B	0x448B	12	0.5	0.417	2.918	d119e5cd2538e5cd2538652e	....%8..%8e.
0x014498	0x05	0x0498	0x4498	41	0.293	0.561	4.16	d119e5cd6838164d44cd683814e5cd68381cd1cd2840c1c1c1c1d5e5d1e1e812	....h8.MD.h8...h8...(@..................!
0x0144D2	0x05	0x04D2	0x44D2	20	0.35	0.4	3.384	210140cd2840c1c1c1c1c92e15e5211e08e52108	!.@.(@........!...!.
0x0144F2	0x05	0x04F2	0x44F2	15	0.333	0.533	3.107	212040cd2840c1c1c1c1c9c50e01c5	! @.(@.........
0x014502	0x05	0x0502	0x4502	10	0.4	0.4	3.122	023601cdb574cd6c20c1	.6...t.l .
0x014516	0x05	0x0516	0x4516	19	0.421	0.368	3.682	afea13c2c5211ac236012336cb2336793e01cd	.....!..6.#6.#6y>..
0x01452A	0x05	0x052A	0x452A	9	0.444	0.222	2.948	03e5211ac236012336	..!..6.#6
0x01453B	0x05	0x053B	0x453B	26	0.462	0.423	3.931	03d5e5d1e1d5211ac2360123364323367ad1e1cd2836c25c45cd	......!..6.#6C#6z...(6.\E.
0x014576	0x05	0x0576	0x4576	19	0.526	0.421	3.787	c28e45c5211ac2363e2336a7233679c159afcd	..E.!..6>#6.#6y.Y..
0x01458A	0x05	0x058A	0x458A	18	0.278	0.333	3.725	03c3ec450c0dc2b5452e15e5210205e52105	...E....E...!...!.
0x0145A8	0x05	0x05A8	0x45A8	18	0.444	0.444	3.614	213f40cd2840c1c1c1c1c3ec452e15e55916	!?@.(@......E...Y.
0x0145BE	0x05	0x05BE	0x45BE	8	0.75	0.25	3.0	7d936f7c9a67652e	}.o|.ge.
0x0145D0	0x05	0x05D0	0x45D0	9	0.667	0.333	3.17	7d936f7c9a6725e521	}.o|.g%.!
0x0145E2	0x05	0x05E2	0x45E2	13	0.538	0.462	2.931	215e40cd2840c1c1c1c1c37346	!^@.(@.....sF
